Ga0004748_11	1350441	1351643	0, 1, 205
Ga0004748_15	2270973	2271998	0, 1, 205
Ga0004748_12	26399	27835	0, 1, 205
Ga0004748_11	604509	604955	0, 1, 205
Ga0004748_15	1666688	1667836	0, 1, 205
Ga0004748_11	1413601	1415025	0, 1, 205
Ga0004748_15	2351259	2352359	0, 1, 205
Ga0004748_15	2349292	2349816	0, 1, 205
Ga0004748_11	2073651	2074577	0, 1, 205
Ga0004748_15	2052210	2052641	0, 1, 205
Ga0004748_15	2269625	2270980	0, 1, 205
Ga0004748_15	2279020	2280681	0, 1, 205
Ga0004748_11	667312	668520	0, 1, 205
Ga0004748_11	490698	492197	0, 1, 205
Ga0004748_15	2349813	2350232	0, 1, 205
Ga0004748_15	2350258	2351259	0, 1, 205
Ga0004748_11	1193647	1194684	0, 1, 205
Ga0004748_11	2053592	2055076	0, 1, 205
Ga0004748_12	183366	184913	0, 1, 205
Ga0004748_11	612409	613644	0, 1, 205
Ga0004748_15	2144612	2145046	153, 205, 255
Ga0004748_15	2334381	2335382	153, 205, 255
Ga0004748_15	1752040	1756269	153, 205, 255
Ga0004748_15	2145043	2145399	153, 205, 255
Ga0004748_11	651453	652727	153, 205, 255
Ga0004748_15	2340304	2341323	153, 205, 255
Ga0004748_11	303330	304595	153, 205, 255
Ga0004748_15	2332612	2333172	153, 205, 255
Ga0004748_13	12721	13887	153, 205, 255
Ga0004748_11	2073010	2073366	153, 205, 255
Ga0004748_11	1700192	1701313	153, 205, 255
Ga0004748_11	1290440	1291147	153, 205, 255
Ga0004748_15	1715803	1717515	153, 205, 255
Ga0004748_15	2224194	2224838	153, 205, 255
Ga0004748_13	134134	135318	153, 205, 255
Ga0004748_15	2223311	2224204	153, 205, 255
Ga0004748_11	255786	257519	153, 205, 255
Ga0004748_11	459216	460376	153, 205, 255
Ga0004748_11	633165	633923	253, 154, 1
Ga0004748_11	555651	556844	253, 154, 1
Ga0004748_13	15108	16220	253, 154, 1
Ga0004748_11	633920	634225	253, 154, 1
Ga0004748_11	181126	182130	253, 154, 1
Ga0004748_15	1697836	1699041	253, 154, 1
Ga0004748_11	1404717	1406144	253, 154, 1
Ga0004748_11	526418	527218	253, 154, 1
Ga0004748_11	634572	635588	253, 154, 1
Ga0004748_11	1141690	1142583	253, 154, 1
Ga0004748_15	1696451	1697839	253, 154, 1
Ga0004748_11	632452	633171	253, 154, 1
Ga0004748_11	1320018	1321529	253, 154, 1
Ga0004748_11	374421	374786	253, 154, 1
Ga0004748_15	2124710	2126140	253, 154, 1
Ga0004748_11	1956909	1958363	253, 154, 1
Ga0004748_12	331254	332675	253, 154, 1
Ga0004748_12	70326	71291	253, 154, 1
Ga0004748_11	527257	528306	253, 154, 1
Ga0004748_12	8439	9332	253, 154, 1
Ga0004748_11	1402041	1402988	253, 154, 1
Ga0004748_11	1139347	1140642	253, 154, 1
Ga0004748_11	525563	526411	253, 154, 1
Ga0004748_11	85189	86592	253, 154, 1
Ga0004748_11	575329	577023	253, 154, 1
Ga0004748_15	2061580	2061963	253, 154, 1
Ga0004748_11	138224	138958	253, 154, 1
Ga0004748_12	39664	41304	253, 154, 1
Ga0004748_13	33654	34631	253, 154, 1
Ga0004748_11	1186582	1188045	253, 154, 1
Ga0004748_11	2019005	2020210	253, 154, 1
Ga0004748_11	96237	96692	253, 154, 1
Ga0004748_11	1942406	1943521	253, 154, 1
Ga0004748_11	1692756	1693646	253, 154, 1
Ga0004748_12	77287	78702	253, 154, 1
Ga0004748_11	1196367	1198028	253, 154, 1
Ga0004748_11	1374013	1375914	253, 154, 1
Ga0004748_11	483782	485200	253, 154, 1
Ga0004748_11	1198088	1198504	253, 154, 1
Ga0004748_12	336175	337104	253, 154, 1
Ga0004748_15	2052631	2053851	253, 154, 1
Ga0004748_11	707934	709220	253, 154, 1
Ga0004748_12	41709	43349	253, 154, 1
Ga0004748_15	2259275	2259646	253, 154, 1
Ga0004748_11	640849	642165	253, 154, 1
Ga0004748_11	524583	525566	253, 154, 1
Ga0004748_13	16217	17218	253, 154, 1
Ga0004748_11	629976	631265	253, 154, 1
Ga0004748_11	449532	451358	253, 154, 1
Ga0004748_15	1768753	1770159	253, 154, 1
Ga0004748_12	73774	74892	253, 154, 1
Ga0004748_15	2122935	2124377	253, 154, 1
Ga0004748_11	2018176	2019012	253, 154, 1
Ga0004748_11	634236	634559	253, 154, 1
Ga0004748_11	1425214	1426635	253, 154, 1
Ga0004748_11	438036	439079	253, 154, 1
Ga0004748_11	623164	624684	253, 154, 1
Ga0004748_11	2046392	2048038	253, 154, 1
Ga0004748_11	1458919	1459551	253, 154, 1
Ga0004748_11	1770273	1771199	253, 154, 1
Ga0004748_11	1791711	1792736	253, 154, 1
Ga0004748_11	1389728	1390746	253, 154, 1
Ga0004748_12	68415	69338	253, 154, 1
Ga0004748_12	69349	70329	253, 154, 1
Ga0004748_11	770635	772152	253, 154, 1
Ga0004748_15	1714430	1715572	253, 154, 1
Ga0004748_12	37131	38742	253, 154, 1
Ga0004748_11	1379165	1380040	253, 154, 1
Ga0004748_12	33441	34358	253, 154, 1
Ga0004748_11	821506	822249	253, 154, 1
Ga0004748_11	711574	712506	253, 154, 1
Ga0004748_15	1744949	1746064	253, 154, 1
Ga0004748_11	642693	643397	253, 154, 1
Ga0004748_11	74642	75958	253, 154, 1
Ga0004748_12	364504	368940	253, 154, 1
Ga0004748_11	1976261	1976728	253, 154, 1
Ga0004748_11	742790	743590	253, 154, 1
Ga0004748_11	2020382	2021239	253, 154, 1
Ga0004748_11	784552	785790	253, 154, 1
Ga0004748_11	285393	286019	253, 154, 1
Ga0004748_15	2084672	2085982	253, 154, 1
Ga0004748_11	9459	10568	253, 154, 1
Ga0004748_11	481270	482748	253, 154, 1
Ga0004748_15	1792212	1793336	253, 154, 1
Ga0004748_11	149942	151630	253, 154, 1
Ga0004748_12	44574	45377	253, 154, 1
Ga0004748_11	631265	631849	253, 154, 1
Ga0004748_12	65615	67342	253, 154, 1
Ga0004748_11	629329	629964	253, 154, 1
Ga0004748_11	407663	409510	253, 154, 1
Ga0004748_15	1692621	1693754	253, 154, 1
Ga0004748_12	204142	205371	253, 154, 1
Ga0004748_11	1693938	1695257	253, 154, 1
Ga0004748_11	731366	732478	253, 154, 1
Ga0004748_12	332771	334045	253, 154, 1
Ga0004748_11	1421290	1422558	253, 154, 1
Ga0004748_12	35337	36347	253, 154, 1
Ga0004748_13	32270	33679	253, 154, 1
Ga0004748_11	73590	74594	253, 154, 1
Ga0004748_11	485197	485784	253, 154, 1
Ga0004748_11	183948	185534	253, 154, 1
Ga0004748_15	1653402	1653794	253, 154, 1
Ga0004748_11	137497	138195	253, 154, 1
Ga0004748_11	631850	632479	253, 154, 1
Ga0004748_11	489374	490150	253, 154, 1
Ga0004748_11	1970362	1972065	253, 154, 1
Ga0004748_11	1140635	1141693	253, 154, 1
Ga0004748_11	436075	437004	253, 154, 1
Ga0004748_12	34376	35380	253, 154, 1
Ga0004748_12	120200	121159	253, 154, 1
Ga0004748_13	127467	128885	253, 154, 1
Ga0004748_12	15785	17749	253, 154, 1
Ga0004748_11	127244	128668	253, 154, 1
Ga0004748_11	628091	629353	253, 154, 1
Ga0004748_15	1687107	1688204	253, 154, 1
Ga0004748_11	405102	406292	253, 154, 1
Ga0004748_15	2078243	2079160	253, 154, 1
Ga0004748_11	136713	137510	253, 154, 1
Ga0004748_11	660946	662301	253, 154, 1
Ga0004748_11	1258246	1258629	253, 154, 1
Ga0004748_13	88659	89702	253, 154, 1
Ga0004748_11	730148	731233	253, 154, 1
Ga0004748_11	434292	435947	253, 154, 1
Ga0004748_11	2057985	2059160	253, 154, 1
Ga0004748_15	1720974	1722149	253, 154, 1
Ga0004748_11	287499	288476	253, 154, 1
Ga0004748_15	2107378	2109048	253, 154, 1
Ga0004748_11	627198	627779	253, 154, 1
Ga0004748_12	199317	200681	253, 154, 1
Ga0004748_12	67446	68402	253, 154, 1
Ga0004748_11	187425	188417	253, 154, 1
Ga0004748_11	2051971	2053461	253, 154, 1
Ga0004748_11	2055094	2055990	253, 154, 1
Ga0004748_11	728976	730148	253, 154, 1
Ga0004748_11	2056013	2056954	253, 154, 1
Ga0004748_11	619919	621619	253, 154, 1
Ga0004748_11	563808	564905	253, 154, 1
Ga0004748_11	437001	438017	253, 154, 1
Ga0004748_11	188410	189381	253, 154, 1
Ga0004748_11	622152	623162	253, 154, 1
Ga0004748_11	1993043	1993882	253, 154, 1
Ga0004748_11	45710	46678	253, 154, 1
Ga0004748_15	2113804	2115237	253, 154, 1
Ga0004748_11	1740923	1743604	253, 154, 1
Ga0004748_11	1671501	1673327	253, 154, 1
Ga0004748_11	186547	187398	253, 154, 1
Ga0004748_11	755065	756252	253, 154, 1
Ga0004748_11	618707	619603	253, 154, 1
Ga0004748_15	2264554	2264934	253, 154, 1
Ga0004748_11	488177	489370	253, 154, 1
Ga0004748_11	2056951	2057988	253, 154, 1
Ga0004748_11	1217194	1218540	253, 154, 1
Ga0004748_11	1641993	1643408	253, 154, 1
Ga0004748_11	1763342	1765033	253, 154, 1
Ga0004748_11	625826	627220	253, 154, 1
Ga0004748_15	1741662	1742617	253, 154, 1
Ga0004748_11	486808	487569	253, 154, 1
Ga0004748_13	108431	109756	253, 154, 1
Ga0004748_11	487566	488180	253, 154, 1
Ga0004748_11	1632695	1633675	253, 154, 1
Ga0004748_11	1994547	1995833	253, 154, 1
Ga0004748_11	560217	561218	253, 154, 1
Ga0004748_11	1631146	1632570	253, 154, 1
Ga0004748_11	621616	622125	253, 154, 1
Ga0004748_11	182150	183127	253, 154, 1
Ga0004748_11	441920	443566	253, 154, 1
Ga0004748_11	564902	566086	253, 154, 1
Ga0004748_11	2068455	2070077	253, 154, 1
Ga0004748_13	105539	106468	253, 154, 1
Ga0004748_13	106706	108163	253, 154, 1
Ga0004748_11	185590	186540	253, 154, 1
Ga0004748_11	1354640	1355167	253, 154, 1
Ga0004748_11	1641041	1641859	253, 154, 1
Ga0004748_15	2285266	2286138	253, 154, 1
Ga0004748_11	485781	486806	253, 154, 1
Ga0004748_15	1002094	1003164	253, 154, 1
Ga0004748_13	40294	41535	253, 154, 1
Ga0004748_11	1382696	1383145	205, 255, 5
Ga0004748_12	159349	160500	205, 255, 5
Ga0004748_12	162605	162859	205, 255, 5
Ga0004748_11	585236	585595	205, 255, 5
Ga0004748_11	587748	588716	205, 255, 5
Ga0004748_15	994082	994699	205, 255, 5
Ga0004748_11	311007	311441	205, 255, 5
Ga0004748_12	161893	162612	205, 255, 5
Ga0004748_11	728265	728711	205, 255, 5
Ga0004748_11	1909255	1910178	205, 255, 5
Ga0004748_12	160497	161804	205, 255, 5
Ga0004748_12	158867	159352	205, 255, 5
Ga0004748_11	585582	587666	205, 255, 5
Ga0004748_11	1874957	1875526	205, 255, 5
Ga0004748_15	2121424	2122605	205, 255, 5
Ga0004748_11	713032	713709	205, 255, 5
Ga0004748_11	2028292	2028795	205, 255, 5
Ga0004748_11	1911108	1911554	205, 255, 5
Ga0004748_11	1996640	1997077	205, 255, 5
Ga0004748_12	170698	171969	205, 255, 5
Ga0004748_11	1362305	1363261	205, 255, 5
Ga0004748_12	168897	170432	205, 255, 5
Ga0004748_11	1201675	1202292	205, 255, 5
Ga0004748_15	2119739	2120920	205, 255, 5
Ga0004748_11	774507	775829	205, 255, 5
Ga0004748_12	109293	110840	205, 255, 5
Ga0004748_15	2156260	2157540	205, 255, 5
Ga0004748_11	1879460	1879930	205, 255, 5
Ga0004748_15	1702976	1703410	205, 255, 5
Ga0004748_11	1972406	1974358	205, 255, 5
Ga0004748_12	162856	163539	205, 255, 5
Ga0004748_12	165727	167142	205, 255, 5
Ga0004748_15	2173320	2174270	205, 255, 5
Ga0004748_11	2016910	2017395	205, 255, 5
Ga0004748_11	681443	682150	205, 255, 5
Ga0004748_15	2288450	2289661	205, 255, 5
Ga0004748_15	1007895	1008611	205, 255, 5
Ga0004748_11	1253628	1255379	205, 255, 5
Ga0004748_12	207863	209059	205, 255, 5
Ga0004748_12	167248	168288	205, 255, 5
Ga0004748_12	163523	165742	205, 255, 5
Ga0004748_11	1168836	1169297	205, 255, 5
Ga0004748_11	773910	774503	205, 255, 5
Ga0004748_12	168285	168872	205, 255, 5
Ga0004748_15	1007266	1007898	205, 255, 5
Ga0004748_11	1738453	1739190	205, 255, 5
Ga0004748_11	1704115	1705212	254, 204, 203
Ga0004748_11	2023040	2023702	254, 204, 203
Ga0004748_15	1826202	1827107	254, 204, 203
Ga0004748_11	2026185	2027378	254, 204, 203
Ga0004748_12	324975	325757	254, 204, 203
Ga0004748_11	242516	243691	254, 204, 203
Ga0004748_11	1237372	1238580	254, 204, 203
Ga0004748_11	30136	31248	254, 204, 203
Ga0004748_15	1760957	1762030	254, 204, 203
Ga0004748_12	11875	13221	254, 204, 203
Ga0004748_11	28652	30139	254, 204, 203
Ga0004748_15	2259806	2260123	254, 204, 203
Ga0004748_13	187965	188216	254, 204, 203
Ga0004748_11	455133	455930	254, 204, 203
Ga0004748_15	1708000	1708803	254, 204, 203
Ga0004748_15	2134001	2135215	254, 204, 203
Ga0004748_11	1913587	1914795	254, 204, 203
Ga0004748_12	78810	80081	254, 204, 203
Ga0004748_11	837083	838297	254, 204, 203
Ga0004748_11	582596	583198	254, 204, 203
Ga0004748_12	205488	206570	254, 204, 203
Ga0004748_11	1392207	1393745	254, 204, 203
Ga0004748_12	151169	152089	254, 204, 203
Ga0004748_12	311748	312698	254, 204, 203
Ga0004748_15	1642938	1644023	254, 204, 203
Ga0004748_15	2179286	2180290	254, 204, 203
Ga0004748_15	2257406	2257708	254, 204, 203
Ga0004748_11	176493	177542	254, 204, 203
Ga0004748_13	28858	30813	254, 204, 203
Ga0004748_11	1453689	1454597	254, 204, 203
Ga0004748_15	1765783	1768017	254, 204, 203
Ga0004748_11	247322	249073	254, 204, 203
Ga0004748_11	1393760	1395109	254, 204, 203
Ga0004748_11	27673	28668	254, 204, 203
Ga0004748_11	1774599	1775552	254, 204, 203
Ga0004748_13	185053	186039	254, 204, 203
Ga0004748_13	187243	187947	254, 204, 203
Ga0004748_11	479309	480220	254, 204, 203
Ga0004748_11	100054	101256	254, 204, 203
Ga0004748_12	337428	338930	254, 204, 203
Ga0004748_13	30831	31775	254, 204, 203
Ga0004748_11	198848	200167	254, 204, 203
Ga0004748_11	1161268	1162497	254, 204, 203
Ga0004748_13	189251	190246	254, 204, 203
Ga0004748_15	1639517	1641316	254, 204, 203
Ga0004748_15	1654176	1655204	254, 204, 203
Ga0004748_11	1449113	1450312	254, 204, 203
Ga0004748_11	90375	91739	254, 204, 203
Ga0004748_12	172048	173226	254, 204, 203
Ga0004748_11	1199077	1199688	254, 204, 203
Ga0004748_11	1348923	1350362	254, 204, 203
Ga0004748_11	1978472	1979389	254, 204, 203
Ga0004748_15	1718690	1719634	254, 204, 203
Ga0004748_15	2255576	2255899	254, 204, 203
Ga0004748_15	2083380	2084552	254, 204, 203
Ga0004748_11	294795	295991	254, 204, 203
Ga0004748_11	1669432	1670253	254, 204, 203
Ga0004748_15	2177962	2179146	254, 204, 203
Ga0004748_11	1174112	1175287	254, 204, 203
Ga0004748_15	2312429	2313763	254, 204, 203
Ga0004748_12	1	728	254, 204, 203
Ga0004748_12	7082	8227	254, 204, 203
Ga0004748_11	1906679	1907593	254, 204, 203
Ga0004748_11	1907884	1909092	254, 204, 203
Ga0004748_12	30343	31539	254, 204, 203
Ga0004748_11	1395128	1396024	254, 204, 203
Ga0004748_13	54010	54936	254, 204, 203
Ga0004748_11	1159860	1160702	254, 204, 203
Ga0004748_12	51417	52385	254, 204, 203
Ga0004748_11	743605	744000	254, 204, 203
Ga0004748_11	121344	122600	254, 204, 203
Ga0004748_15	2175648	2177177	254, 204, 203
Ga0004748_15	2177174	2177929	254, 204, 203
Ga0004748_12	289648	290886	254, 204, 203
Ga0004748_13	183284	184195	254, 204, 203
Ga0004748_11	817361	818233	254, 204, 203
Ga0004748_15	1673197	1674156	254, 204, 203
Ga0004748_12	285303	287327	254, 204, 203
Ga0004748_13	57201	58463	254, 204, 203
Ga0004748_13	184217	185017	254, 204, 203
Ga0004748_15	2256082	2257389	254, 204, 203
Ga0004748_11	245559	246557	254, 204, 203
Ga0004748_11	20671	21852	254, 204, 203
Ga0004748_11	1231468	1232652	254, 204, 203
Ga0004748_11	297592	298413	254, 204, 203
Ga0004748_11	1257380	1258189	254, 204, 203
Ga0004748_11	63246	63566	254, 204, 203
Ga0004748_15	2247967	2248704	254, 204, 203
Ga0004748_11	58508	59710	254, 204, 203
Ga0004748_11	569929	570558	254, 204, 203
Ga0004748_15	1691701	1692033	254, 204, 203
Ga0004748_15	2194825	2195073	254, 204, 203
Ga0004748_15	2254247	2255572	254, 204, 203
Ga0004748_11	1481440	1482870	254, 204, 203
Ga0004748_12	46282	47133	254, 204, 203
Ga0004748_11	1998328	1999443	254, 204, 203
Ga0004748_11	1967318	1969876	254, 204, 203
Ga0004748_11	63957	65267	254, 204, 203
Ga0004748_15	1671386	1673143	254, 204, 203
Ga0004748_15	2174322	2175617	254, 204, 203
Ga0004748_15	2331733	2332500	254, 204, 203
Ga0004748_11	63568	63873	254, 204, 203
Ga0004748_11	1861378	1862565	254, 204, 203
Ga0004748_15	2260133	2261434	254, 204, 203
Ga0004748_15	1747867	1748772	254, 204, 203
Ga0004748_11	1150328	1151149	254, 204, 203
Ga0004748_13	41683	42930	254, 204, 203
Ga0004748_13	38978	40249	254, 204, 203
Ga0004748_15	1780038	1780895	254, 204, 203
Ga0004748_11	1939279	1940496	254, 204, 203
Ga0004748_11	1229206	1229796	254, 204, 203
Ga0004748_15	1802593	1803786	254, 204, 203
Ga0004748_15	2261449	2261751	254, 204, 203
Ga0004748_11	340502	341923	253, 0, 0
Ga0004748_11	747023	748003	253, 0, 0
Ga0004748_11	339547	340482	253, 0, 0
Ga0004748_11	338486	339532	253, 0, 0
Ga0004748_15	1819903	1820505	253, 0, 0
Ga0004748_13	78184	78675	253, 0, 0
Ga0004748_15	1820502	1821011	253, 0, 0
Ga0004748_15	1655314	1655916	253, 0, 0
Ga0004748_11	10584	10787	253, 0, 0
Ga0004748_11	1363281	1363769	253, 0, 0
Ga0004748_11	749098	749934	253, 0, 0
Ga0004748_15	1821624	1822823	253, 0, 0
Ga0004748_11	648771	649385	253, 0, 0
Ga0004748_13	154902	156131	253, 0, 0
Ga0004748_11	1930632	1931951	253, 0, 0
Ga0004748_11	1470282	1471481	253, 0, 0
Ga0004748_11	359355	360344	253, 0, 0
Ga0004748_11	10790	11560	253, 0, 0
Ga0004748_15	2273870	2275630	253, 0, 0
Ga0004748_11	12588	13400	253, 0, 0
Ga0004748_11	749934	750782	253, 0, 0
Ga0004748_11	161435	162922	253, 0, 0
Ga0004748_15	992489	993694	253, 0, 0
Ga0004748_12	270980	271789	253, 0, 0
Ga0004748_11	1280328	1280798	253, 0, 0
Ga0004748_15	1858906	1859559	253, 0, 0
Ga0004748_12	271804	272463	253, 0, 0
Ga0004748_11	647263	648039	253, 0, 0
Ga0004748_11	1280795	1281028	253, 0, 0
Ga0004748_11	11553	12572	253, 0, 0
Ga0004748_15	1713209	1714423	253, 0, 0
Ga0004748_11	580141	580632	253, 0, 0
Ga0004748_13	130414	131280	253, 0, 0
Ga0004748_15	1782663	1783952	253, 0, 0
Ga0004748_15	1785589	1786602	253, 0, 0
Ga0004748_15	1781481	1781714	253, 0, 0
Ga0004748_15	1784036	1784521	253, 0, 0
Ga0004748_11	1169342	1170160	253, 0, 0
Ga0004748_11	1284837	1285310	253, 0, 0
Ga0004748_11	8846	9466	253, 0, 0
Ga0004748_15	1784559	1785572	253, 0, 0
Ga0004748_11	726426	727139	253, 0, 0
Ga0004748_11	1276907	1277920	253, 0, 0
Ga0004748_12	45564	46214	253, 0, 0
Ga0004748_15	1750860	1751978	253, 0, 0
Ga0004748_12	369139	370437	253, 0, 0
Ga0004748_11	1277938	1278951	253, 0, 0
Ga0004748_11	663140	663916	253, 0, 0
Ga0004748_11	409697	410656	253, 0, 0
Ga0004748_11	727178	728140	253, 0, 0
Ga0004748_11	750795	751178	253, 0, 0
Ga0004748_11	1418562	1419932	253, 0, 0
Ga0004748_11	724900	725469	253, 0, 0
Ga0004748_13	79428	80015	253, 0, 0
Ga0004748_11	1278994	1280283	253, 0, 0
Ga0004748_11	1286010	1287434	253, 0, 0
Ga0004748_11	2050751	2051392	253, 0, 0
Ga0004748_15	1782178	1782699	253, 0, 0
Ga0004748_11	1737160	1737768	253, 0, 0
Ga0004748_11	1482928	1483677	253, 0, 0
Ga0004748_11	825578	826927	253, 0, 0
Ga0004748_15	1781717	1782181	253, 0, 0
Ga0004748_11	1955841	1956797	77,0,75
Ga0004748_11	1456476	1457366	77,0,75
Ga0004748_11	636971	637672	77,0,75
Ga0004748_12	53041	53646	77,0,75
Ga0004748_15	1816400	1817203	77,0,75
Ga0004748_15	1711171	1712757	77,0,75
Ga0004748_15	1817935	1818468	77,0,75
Ga0004748_15	1693968	1694768	77,0,75
Ga0004748_11	1725314	1726102	77,0,75
Ga0004748_11	240719	241303	77,0,75
Ga0004748_13	94591	94887	77,0,75
Ga0004748_11	1469471	1470256	77,0,75
Ga0004748_11	551248	551691	77,0,75
Ga0004748_11	1454750	1456459	77,0,75
Ga0004748_15	2071273	2073057	77,0,75
Ga0004748_11	331499	332245	77,0,75
Ga0004748_11	471065	471835	77,0,75
Ga0004748_11	446612	448156	77,0,75
Ga0004748_15	1663588	1664061	77,0,75
Ga0004748_15	2074518	2076899	77,0,75
Ga0004748_12	20900	21676	77,0,75
Ga0004748_11	1727696	1729636	77,0,75
Ga0004748_11	163181	164737	77,0,75
Ga0004748_13	94943	95689	77,0,75
Ga0004748_15	1675247	1676116	77,0,75
Ga0004748_11	1366150	1366785	77,0,75
Ga0004748_11	554471	555556	77,0,75
Ga0004748_11	1207839	1208345	77,0,75
Ga0004748_13	136546	137655	77,0,75
Ga0004748_12	86460	86819	77,0,75
Ga0004748_13	94109	94594	77,0,75
Ga0004748_11	1721636	1722781	77,0,75
Ga0004748_11	528366	529013	77,0,75
Ga0004748_15	2073324	2074496	77,0,75
Ga0004748_13	95682	96632	77,0,75
Ga0004748_11	361074	362606	77,0,75
Ga0004748_12	197373	198278	77,0,75
Ga0004748_11	1366896	1367615	77,0,75
Ga0004748_11	1430522	1431157	77,0,75
Ga0004748_11	1208719	1209903	77,0,75
Ga0004748_11	553644	554387	77,0,75
Ga0004748_15	2333517	2333951	77,0,75
Ga0004748_15	1779239	1780024	77,0,75
Ga0004748_13	86190	88646	77,0,75
Ga0004748_11	1726105	1727646	77,0,75
Ga0004748_11	174549	175394	77,0,75
Ga0004748_11	33035	33901	77,0,75
Ga0004748_11	428107	429039	77,0,75
Ga0004748_11	789433	790626	77,0,75
Ga0004748_11	599464	599703	77,0,75
Ga0004748_11	1420612	1421274	77,0,75
Ga0004748_15	1728403	1730121	77,0,75
Ga0004748_15	1674285	1675259	77,0,75
Ga0004748_11	1756636	1757352	77,0,75
Ga0004748_11	1419929	1420627	77,0,75
Ga0004748_11	429071	430309	77,0,75
Ga0004748_11	1188130	1188714	2, 255, 250
Ga0004748_15	1799711	1802119	2, 255, 250
Ga0004748_11	531937	532860	2, 255, 250
Ga0004748_11	1223473	1224948	2, 255, 250
Ga0004748_11	745845	747038	2, 255, 250
Ga0004748_12	193609	193899	2, 255, 250
Ga0004748_15	1724856	1726112	2, 255, 250
Ga0004748_11	1922739	1923134	2, 255, 250
Ga0004748_11	455945	456838	2, 255, 250
Ga0004748_11	772201	772674	2, 255, 250
Ga0004748_15	1722549	1723151	2, 255, 250
Ga0004748_12	195387	196814	2, 255, 250
Ga0004748_12	328127	328864	2, 255, 250
Ga0004748_11	1221573	1222070	2, 255, 250
Ga0004748_12	193915	195372	2, 255, 250
Ga0004748_11	356522	357031	2, 255, 250
